Month,CountyFIPS,CountyName,Nielsen Rank,Footnote,Median Listing Price,Median Listing Price M/M,Median Listing Price Y/Y,Active Listing Count ,Active Listing Count M/M,Active Listing Count Y/Y,Days on Market ,Days on Market M/M,Days on Market Y/Y,New Listing Count ,New Listing Count M/M,New Listing Count Y/Y,Price Increase Count ,Price Increase Count M/M,Price Increase Count Y/Y,Price Decrease Count ,Price Decrease Count M/M,Price Decrease Count Y/Y,Pending Listing Count ,Pending Listing Count M/M,Pending Listing Count Y/Y,Avg Listing Price,Avg Listing Price M/M,Avg Listing Price Y/Y,Total Listing Count,Total Listing Count M/M,Total Listing Count Y/Y,Pending Ratio,Pending Ratio M/M,Pending Ratio Y/Y
1/1/2019 0:00,45083,"Spartanburg, SC",227,,209985,-0.0003,0.0047,2102,-0.0155,-0.0007,84,0.0633,-0.087,582,0.1548,-0.1261,148,2.7,0.3214,252,0.26,0.1776,162.5,-0.1356,0.0797,271549,-0.0151,-0.0229,2264.5,-0.0252,0.0047,0.0773,-0.0107,0.0058
1/1/2019 0:00,48303,"Lubbock, TX",228,,220025,0.0208,-0.0065,1107.5,-0.063,0.0837,65.5,0.0738,0.1293,488,0.5844,0.0339,6,0.5,-0.625,234,0.2188,-0.025,298,0.0383,-0.0717,277138,0.022,0.0112,1405.5,-0.0432,0.0465,0.2691,0.0263,-0.045
1/1/2019 0:00,18057,"Hamilton, IN",229,,362275,0.0065,-0.0205,1014.5,-0.0901,-0.0501,79.5,0.06,-0.0914,386,0.2867,0.2372,28,2.5,0.4,268,0.2182,0.2072,247,0.0292,-0.2973,454976,-0.0049,-0.0072,1261.5,-0.069,-0.1113,0.2435,0.0282,-0.0857
1/1/2019 0:00,13051,"Chatham, GA",230,,259500,0.0022,0.0056,2265.5,-0.0163,0.0378,94.5,0.0988,-0.0597,522,0.2794,0.1397,42,0.75,-0.087,416,0.5072,0.2683,348,-0.0252,0.1979,391664,0.0245,0.0105,2613.5,-0.0175,0.0566,0.1536,-0.0014,0.0205
1/1/2019 0:00,42043,"Dauphin, PA",231,,174950,0,0.0549,699.5,-0.1157,-0.2698,95.25,0.0642,-0.0993,204,0.3077,-0.0727,16,3,0.1429,128,0.2308,-0.4074,3,0,0.5,216848,-0.0017,0.0052,702.5,-0.1152,-0.2682,0.0043,0.0005,0.0022
1/1/2019 0:00,17201,"Winnebago, IL",232,*,120975,0.0077,0.0044,1105,-0.0784,-0.0303,74,0.2131,0.0068,284,-0.1341,-0.2642,4,0,-0.3333,252,0.2115,-0.16,466,-0.109,2.1593,154102,-0.0039,0.0354,1571,-0.0877,0.2207,0.4217,-0.0145,0.2923
1/1/2019 0:00,45063,"Lexington, SC",233,,235166.5,-0.009,0.1268,1232.5,-0.0371,-0.036,80.5,-0.064,0.1065,456,0.7273,0.0806,74,8.25,-0.0513,258,0.3438,0.1217,3,,5,275642,-0.0232,0.0411,1235.5,-0.0348,-0.034,0.0024,0.0024,0.002
1/1/2019 0:00,2020,"Anchorage, AK",234,,319750,0.0149,0.0658,891.5,-0.1353,-0.0155,101,0.0632,0.1253,248,0.7714,-0.1895,12,0,-0.1429,202,0.3649,-0.1653,0,,,346366,-0.0071,-0.0252,891.5,-0.1353,-0.0155,0,0,0
1/1/2019 0:00,51013,"Arlington, VA",235,,756975,0.0815,0.134,292.5,-0.22,-0.379,74,0.1746,0.0278,146,0.587,-0.2843,6,0.5,-0.25,40,0.1111,-0.3548,0,,,924721,0.1029,0.0992,292.5,-0.22,-0.379,0,0,0
1/1/2019 0:00,42049,"Erie, PA",236,,135025,0.0006,0.0041,1204,-0.1048,0.2016,113,0.1078,-0.1032,206,0.0957,0.4507,2,,0,180,0.4063,0.4516,252.5,-0.0613,0.2287,197971,0.0206,0.0215,1456.5,-0.0976,0.2062,0.2097,0.0097,0.0046
1/1/2019 0:00,17111,"McHenry, IL",237,,252922.5,0.0115,0.0119,1682.5,-0.0796,-0.0123,81,0.08,-0.0743,508,0.6933,-0.0039,24,1,0.3333,274,0.2455,0,111.5,-0.122,0.067,296532,0.0069,0.0022,1794,-0.0824,-0.0077,0.0663,-0.0032,0.0049
1/1/2019 0:00,47149,"Rutherford, TN",238,,313950,0.0096,0.0406,1439.5,-0.0017,0.454,47,0,0.0805,648,0.35,0.3556,64,0.7778,-0.3725,274,0.161,1.0758,0,,,330054,0.0029,0.0121,1439.5,-0.0017,0.454,0,0,0
1/1/2019 0:00,53067,"Thurston, WA",239,*,389725,0.0017,0.1055,511.5,-0.1601,0.2917,69,0.0781,0.0376,200,-0.0566,-0.2063,2,-0.5,-0.9412,114,-0.0172,0.3256,250,-0.0421,-0.1055,462202,-0.001,0.1682,761.5,-0.1247,0.1273,0.4888,0.0602,-0.217
1/1/2019 0:00,36027,"Dutchess, NY",240,,329950,0.0027,0.0309,2494,-0.115,-0.0016,109.5,0.0842,-0.0798,466,0.3239,0.2732,14,0.75,2.5,258,-0.0373,0.3579,17.5,0.25,0.2069,512275,0.0164,0.0517,2511.5,-0.1132,-0.0004,0.007,0.002,0.0012
1/1/2019 0:00,37021,"Buncombe, NC",241,,399050,0.0025,0.005,1191,-0.1085,-0.3811,114.75,0.1361,0.7127,242,0.5513,-0.1538,10,0.25,-0.4444,258,0.1944,0.29,354.5,0.01,0.1254,556643,0.0095,-0.0393,1545.5,-0.0839,-0.3099,0.2976,0.0349,0.134
1/1/2019 0:00,6041,"Marin, CA",242,,1249800,-0.0263,-0.103,313,-0.2328,0.3015,77,0.1493,0.0405,132,0.9412,0.0476,2,,,44,0,0.4667,7,0,0.0769,1962459,0.0054,-0.2344,320,-0.2289,0.2955,0.0224,0.0052,-0.0047
1/1/2019 0:00,9011,"New London, CT",243,,261500,-0.0281,0.006,1523,-0.1088,0.0046,109,0.0481,0.1122,292,0.1061,-0.0581,0,-1,-1,246,0.23,0.268,1.5,-0.5,0.5,380739,-0.0144,-0.0083,1524.5,-0.1095,0.0049,0.001,-0.0008,0.0003
1/1/2019 0:00,6079,"San Luis Obispo, CA",244,*,696425,0.0196,-0.0469,1012,-0.0515,0.1301,76.5,0.0479,-0.0065,284,0.1639,-0.0658,4,0,-0.6,252,0.3404,0.5181,230,-0.0043,114,973923,-0.0004,-0.0775,1242,-0.0431,0.3838,0.2273,0.0108,0.225
1/1/2019 0:00,17119,"Madison, IL",245,,134950,-0.0007,0.05,1108.5,-0.1181,-0.077,94,0.1325,-0.0027,222,0.0472,-0.1395,2,-0.5,0,238,0.2396,-0.0775,210.5,-0.0209,0.1378,186648,-0.0032,0.032,1319,-0.1039,-0.0483,0.1899,0.0189,0.0359
1/1/2019 0:00,12097,"Osceola, FL",246,,269950,-0.0004,0,2043,0.0084,0.035,80,0.0811,-0.0857,654,0.2674,-0.0439,74,0.1563,-0.4638,530,0.2045,0.5407,777.5,-0.0483,-0.0799,341849,0.0035,-0.0036,2820.5,-0.0079,0.0005,0.3806,-0.0227,-0.0475
1/1/2019 0:00,12001,"Alachua, FL",247,,249500,0.0184,0.004,958.5,-0.0108,0.1024,93.5,0.0625,0.0108,344,0.7551,0.0955,42,2.5,0.4,216,0.1739,0.3171,8.5,0.0625,-0.2917,311733,0.0108,-0.0149,967,-0.0102,0.097,0.0089,0.0006,-0.0049
1/1/2019 0:00,34015,"Gloucester, NJ",248,,196425,0.0257,0.0879,1703.5,-0.0243,-0.0406,87,0.0482,-0.0279,500,0.6234,0.0504,34,1.125,0.5455,486,0.1045,0.034,0,,-1,221162,0.0059,0.0487,1703.5,-0.0243,-0.0411,0,0,-0.0006
1/1/2019 0:00,26077,"Kalamazoo, MI",249,,219953.5,-0.0355,0.1545,573.5,-0.0897,0.0903,67.5,0.125,-0.0253,224,0.4737,0.3827,6,-0.25,2,112,0.037,-0.0667,1,0,,285607,-0.0037,0.1264,574.5,-0.0895,0.0922,0.0017,0.0002,0.0017
1/1/2019 0:00,40027,"Cleveland, OK",250,,239950,0.0038,0.0676,987.5,-0.1088,-0.1906,78,0.0263,-0.0032,346,0.373,-0.1218,10,0.25,-0.4444,184,0.3939,-0.303,0,-1,-1,287007,0.016,0.0675,987.5,-0.1112,-0.1919,0,-0.0027,-0.0016
1/1/2019 0:00,49011,"Davis, UT",251,*,383900,0.0236,0.0677,624.5,-0.0679,0.3971,59,0.2041,0.1919,284,0.3922,0.1639,20,0.25,0,184,0.0698,0.4603,340,-0.0582,-0.2419,471901,0.027,0.1094,964.5,-0.0645,0.0771,0.5444,0.0056,-0.4589
1/1/2019 0:00,55009,"Brown, WI",252,,249950,0.0417,0,756,-0.0935,-0.0182,80.25,0.07,-0.1034,212,0.7667,0.1158,8,,1,118,-0.1571,0.3721,50.5,-0.0288,100,297818,0.0064,-0.0193,806.5,-0.0897,0.0467,0.0668,0.0044,0.0661
1/1/2019 0:00,18141,"St. Joseph, IN",253,,139966,0.0001,0.2731,646.5,-0.112,-0.0882,76,0.0935,-0.1556,218,0.0686,0.473,4,0,0,126,-0.1711,-0.125,0,,-1,214689,-0.0025,0.2574,646.5,-0.112,-0.0894,0,0,-0.0014
1/1/2019 0:00,36087,"Rockland, NY",254,,506800,-0.0064,0.0135,997.5,-0.0789,0.0703,98,0.0769,0.0316,234,0.5,-0.0488,6,-0.25,-0.25,156,0.1818,0.1143,9,0,-0.28,604008,-0.0072,-0.0269,1006.5,-0.0783,0.0656,0.009,0.0007,-0.0044
1/1/2019 0:00,17163,"St. Clair, IL",255,,160000,-0.0003,0.1154,1013,-0.0783,-0.0676,97,0.1279,0.0718,202,0.0745,-0.1441,8,0,0,190,0.1875,-0.0404,175,0.0234,-0.0141,182826,-0.0028,-0.0072,1188,-0.0646,-0.0601,0.1728,0.0172,0.0094
1/1/2019 0:00,34001,"Atlantic, NJ",256,,239950,0,0.0662,2549,-0.0517,-0.077,100.5,0.0361,-0.0864,674,0.518,0.1049,30,-0.0625,-0.1176,362,0.1908,0,2.5,0.25,-0.6875,402854,0.0098,0.0402,2551.5,-0.0515,-0.0787,0.001,0.0002,-0.0019
1/1/2019 0:00,8123,"Weld, CO",257,,387050,-0.0077,0.0068,1836.5,-0.0365,0.3767,64,0.0492,0,762,0.7162,0.3804,88,1.75,0.0476,304,0.0411,1.0267,174,-0.1675,0.0978,457874,0.0007,0.0214,2010.5,-0.0494,0.3471,0.0947,-0.0149,-0.0241
1/1/2019 0:00,26139,"Ottawa, MI",258,,303649.5,-0.0228,0.0381,698,-0.0876,0.1881,79.5,0.06,-0.0305,222,0.4231,0.2472,2,,-0.9375,164,0.1389,0.6735,0.5,-0.5,,404913,-0.032,-0.0181,698.5,-0.0881,0.1889,0.0007,-0.0006,0.0007
1/1/2019 0:00,53035,"Kitsap, WA",259,,412494,0.0084,0.0377,427.5,-0.1501,0.1809,69,0.0299,0.1129,208,0.4444,-0.1186,34,3.25,0.7,100,0.3158,0.5625,280.5,-0.1038,0.1426,518625,-0.0097,-0.0172,708,-0.1324,0.1654,0.6561,0.0339,-0.022
1/1/2019 0:00,22017,"Caddo, LA",260,,174650,0.0122,0.0424,1262.5,-0.0288,-0.0457,96,-0.04,0.0159,322,0.4375,0.1181,12,0.5,0.5,222,0.9138,-0.1048,11,-0.2667,-0.2414,224001,-0.0085,0.0025,1273.5,-0.0316,-0.0479,0.0087,-0.0028,-0.0022
1/1/2019 0:00,42041,"Cumberland, PA",261,,245050,-0.0196,0.0371,698.5,-0.0821,-0.1073,95.75,0.1199,0.0132,200,0.3158,-0.0741,18,3.5,0.2857,190,0.4394,0.25,3,-0.25,0,300123,0.0243,0.0892,701.5,-0.083,-0.1069,0.0043,-0.001,0.0005
1/1/2019 0:00,6087,"Santa Cruz, CA",262,*,895800,-0.0008,-0.0036,347,-0.2289,0.4458,82,0.1389,0.1631,130,0.413,-0.0972,2,-0.5,,76,0.3571,0.4615,157.5,-0.1578,-0.1051,1349115,0.0358,-0.0095,504.5,-0.208,0.2127,0.4539,0.0383,-0.2794
1/1/2019 0:00,39099,"Mahoning, OH",263,,119950,-0.04,0.137,884,-0.0636,-0.0763,91.5,0.1024,-0.0469,214,0.2442,-0.036,4,,1,164,0.1389,0.1081,124.5,-0.1473,-0.1672,160830,-0.0187,0.0824,1008.5,-0.0748,-0.0886,0.1408,-0.0138,-0.0154
1/1/2019 0:00,45091,"York, SC",264,,306217,-0.0124,-0.0553,1081.5,-0.0213,0.1623,73.5,0.0652,-0.0167,428,0.6212,0.3544,22,0.1,-0.6333,242,0.4756,0.1,295,-0.0694,-0.1486,354323,-0.0148,-0.04,1376.5,-0.032,0.0779,0.2728,-0.0141,-0.0996
1/1/2019 0:00,4025,"Yavapai, AZ",265,,399975,0.0023,-0.0186,1703.5,-0.0696,0.1109,100.5,0.1292,0.0635,396,0.3562,0.0154,16,0,-0.6923,328,0.2424,0.3226,262.5,0.0375,0.2411,562429,0.0272,0.001,1966,-0.0566,0.1266,0.1541,0.0159,0.0162
1/1/2019 0:00,25001,"Barnstable, MA",266,,532125,-0.0119,-0.0455,3268.5,-0.1075,0.2383,108.5,0.1302,-0.0726,708,0.7184,0.3668,18,1.25,1.25,398,0.2922,0.4317,0,,-1,906673,-0.0074,-0.0547,3268.5,-0.1075,0.1478,0,0,-0.0788
1/1/2019 0:00,22055,"Lafayette, LA",267,,229975,0.0084,0.0221,1599,-0.0459,0.08,117.25,0.0856,0.1274,344,0.5088,-0.0549,52,5.5,0.3684,328,0.3898,0.0933,362,0.0493,0.0539,298309,0.0128,0.0397,1961,-0.0297,0.0751,0.2264,0.0205,-0.0056
1/1/2019 0:00,27163,"Washington, MN",268,,435000,0.0234,0.0233,797,-0.1402,0.1976,80.75,0.1062,0.0556,276,0.3269,-0.0143,24,2,0.3333,156,0,0.7333,312,-0.0659,0.0576,477364,0.0042,-0.0385,1109,-0.1205,0.1546,0.3915,0.0312,-0.0518
1/1/2019 0:00,39085,"Lake, OH",269,,168300,0.0203,0.0771,895.5,-0.0682,-0.0514,82,0.1549,-0.0682,248,0.3778,0.1589,8,1,3,172,0.1026,-0.0947,130.5,-0.2278,-0.1844,233686,0.011,0.1277,1026,-0.092,-0.0707,0.1457,-0.0301,-0.0238
1/1/2019 0:00,22103,"St. Tammany, LA",270,,266500,0.0055,-0.0306,1579.5,-0.0334,0.1302,91,0.0581,0.0706,432,0.5211,0.2135,10,-0.1667,-0.375,378,0.26,0.3897,407.5,-0.0109,-0.0169,366210,0.0097,-0.0267,1987,-0.0288,0.0966,0.258,0.0059,-0.0386
1/1/2019 0:00,37129,"New Hanover, NC",271,,357545,0.0214,0.066,1193,-0.0738,-0.1657,108.5,-0.0565,-0.0441,254,0.0583,-0.2701,30,0.875,-0.3182,204,0.2143,0.02,547,-0.1533,-0.1793,523835,0.0174,0.0253,1740,-0.1003,-0.17,0.4585,-0.043,-0.0076
1/1/2019 0:00,13063,"Clayton, GA",272,*,135000,-0.0004,0.0385,627.5,-0.0361,0.1018,55,0,-0.1852,276,0.2778,0.3143,50,5.25,1.2727,120,0.3636,0.5385,434,-0.0069,1.4659,169907,0.0029,0.0614,1061.5,-0.0244,0.4239,0.6916,0.0204,0.3826
1/1/2019 0:00,51760,"Richmond city, VA",273,*,195549.5,-0.1073,-0.0533,398,-0.0995,0.2695,58.5,0.1471,-0.0331,212,0.8276,0.2184,4,,-0.5,112,0.3333,1.0741,334,-0.1347,-0.0722,293623,-0.0294,-0.0083,732,-0.1159,0.0869,0.8392,-0.0341,-0.3091
1/1/2019 0:00,48245,"Jefferson, TX",274,,179950,0.028,-0.0274,907,-0.0087,0.2838,58,-0.1145,-0.0252,368,0.2105,0.5593,16,3,1,186,0.6607,0.7222,78,0.2581,0.0331,247607,0.0016,-0.0792,985,0.0082,0.2596,0.086,0.0182,-0.0209
1/1/2019 0:00,29047,"Clay, MO",275,,282150,0.045,0.0583,830.5,-0.0803,-0.0869,76.5,0.1418,-0.0316,260,0.1207,-0.078,16,3,-0.3846,160,0.1765,0.1111,0,,-1,304337,0.0228,0.0865,830.5,-0.0803,-0.0884,0,0,-0.0016
1/1/2019 0:00,24025,"Harford, MD",276,,298724.75,0.0335,0.1054,761,-0.0593,-0.1167,74,0.0278,-0.0864,264,0.5714,0.0476,26,0.625,0.0833,182,-0.0109,-0.0215,1,0,0,334597,0.0224,0.0447,762,-0.0593,-0.1165,0.0013,0.0001,0.0002
1/1/2019 0:00,36065,"Oneida, NY",277,,128300,-0.0058,-0.0047,669.5,-0.0829,-0.1288,92,0.0222,-0.0684,134,-0.0694,-0.2299,0,-1,-1,112,0.75,0,7,-0.3,-0.0667,168869,0.0028,-0.002,676.5,-0.0858,-0.1282,0.0105,-0.0032,0.0007
1/1/2019 0:00,36091,"Saratoga, NY",278,*,358665,0.0217,0.0377,1541.5,-0.0623,0.1599,104,0.0947,-0.1224,356,0.5085,0.4127,34,3.25,-0.4138,252,0.4318,0.5556,534,-0.0809,-0.2182,438120,0.0218,0.0325,2075.5,-0.0672,0.0316,0.3464,-0.007,-0.1675
1/1/2019 0:00,5007,"Benton, AR",279,,285050,-0.0026,0.0347,1442.5,-0.0718,-0.0341,89,0.023,-0.0056,364,0.0833,-0.0854,26,2.25,-0.6977,294,0.47,0.1855,554.5,-0.0835,-0.1779,370255,-0.0031,0.0482,1997,-0.075,-0.0789,0.3844,-0.0049,-0.0672
1/1/2019 0:00,48309,"McLennan, TX",280,,205999.5,0.0051,-0.0113,747.5,-0.0668,0.2047,87,0.1013,0.1485,222,0.2065,0.0777,12,0.5,2,142,0.3654,0.029,283.5,-0.1085,0.1053,280299,-0.0192,0.0576,1031,-0.0786,0.1756,0.3793,-0.0177,-0.0341
1/1/2019 0:00,6007,"Butte, CA",281,*,345425,0.0466,0.212,484,0.0732,-0.033,32.75,-0.1149,-0.4802,342,0.2042,1.0602,8,-0.3333,1,84,0.9091,-0.0455,366.5,-0.1632,14.9348,388553,0.0003,0.0425,850.5,-0.0433,0.6246,0.7572,-0.2139,0.7113
1/1/2019 0:00,36063,"Niagara, NY",282,,129950,-0.0342,0.1305,462,-0.0906,0.1564,73.5,0.1855,-0.0926,136,-0.15,0.1724,4,-0.5,0,92,0.0455,0.0952,3,0,-0.25,170235,-0.0138,0.0468,465,-0.09,0.1524,0.0065,0.0006,-0.0035
1/1/2019 0:00,19113,"Linn, IA",283,,225037.5,0.0325,0.0716,780,-0.1116,-0.0145,72,0.0435,-0.0526,268,0.7179,0.1074,20,4,1.5,122,-0.0758,-0.1974,9,0.125,3.5,258937,0.0188,-0.1155,789,-0.1095,-0.0057,0.0115,0.0024,0.009
1/1/2019 0:00,28049,"Hinds, MS",284,*,156500,0.0029,0.0129,782.5,-0.0515,-0.0772,114.5,-0.0129,0.0385,188,0.2368,0.2533,4,-0.6667,-0.5,146,0.1061,0.0139,198.5,-0.1553,1.8561,209786,-0.0068,-0.0158,981,-0.0745,0.0692,0.2537,-0.0312,0.1717
1/1/2019 0:00,24021,"Frederick, MD",285,,380022.5,0.0133,0.0135,1038,-0.14,-0.0081,78,0.1818,-0.0311,280,0.0145,-0.0667,80,2.3333,0.1765,172,-0.0227,-0.0947,1,0,0,410197,0.0317,0.0374,1039,-0.1399,-0.0081,0.001,0.0001,0
1/1/2019 0:00,12109,"St. Johns, FL",286,,364995,-0.0001,0.023,3897,-0.0099,0.0606,97,0.0778,0.0543,1100,0.9366,0.2472,274,1.74,1.4909,936,0.5811,0.2649,889,-0.0768,-0.0573,503646,0.0138,0.0332,4786,-0.0231,0.0365,0.2281,-0.0165,-0.0285
1/1/2019 0:00,51710,"Norfolk city, VA",287,,220050,0.0005,0.0513,984,-0.0277,-0.0101,58.5,-0.1136,-0.2148,378,0.331,0.2115,18,3.5,0.5,184,0.4839,-0.0417,0.5,,-0.8333,273816,0.0122,-0.0063,984.5,-0.0272,-0.0125,0.0005,0.0005,-0.0025
1/1/2019 0:00,41029,"Jackson, OR",288,,399950,0,-0.0077,1007,-0.0854,0.3027,96,0.1163,0.0847,316,0.6122,0.2061,14,0.1667,0.1667,250,0.0246,0.4205,3,0.5,2,563375,-0.018,-0.0457,1010,-0.0843,0.3049,0.003,0.0012,0.0017
1/1/2019 0:00,1101,"Montgomery, AL",289,,166050,0.0061,0.2305,1259,-0.0527,-0.1023,115.5,0.0596,0.0022,274,0.2685,0.1513,12,2,1,162,0.3966,-0.1,1,,,213751,-0.0022,0.0863,1260,-0.0519,-0.1016,0.0008,0.0008,0.0008
1/1/2019 0:00,10005,"Sussex, DE",290,,336475,-0.0076,0.0351,2425,-0.0564,-0.1228,143.5,0.0954,-0.0171,484,0.806,0.0126,46,0.9167,-0.2333,272,0.3878,0.0709,0,,,465585,0.0004,0.0436,2425,-0.0564,-0.1228,0,0,0
1/1/2019 0:00,27137,"St. Louis, MN",291,,175050,0,0.0606,1125,-0.1758,-0.0605,131,0.0826,0.1149,188,0.3056,-0.1754,2,,-0.5,100,-0.0741,0.0417,171,-0.0806,0.6056,281779,0.0184,0.0469,1296,-0.1644,-0.0061,0.152,0.0157,0.0631
1/1/2019 0:00,42125,"Washington, PA",292,,174950,-0.0541,0.0013,966.5,-0.0168,-0.1161,101.5,0.0914,-0.0469,212,0.5588,0.1158,2,,-0.6667,142,0.2679,-0.0533,87.5,-0.0691,0.75,282770,0.016,0.0514,1054,-0.0214,-0.0783,0.0905,-0.0051,0.0448
1/1/2019 0:00,42069,"Lackawanna, PA",293,,149950,0,0.0595,666,-0.1096,-0.0513,120.5,0.0433,0.0856,112,0.0769,-0.2222,2,,0,102,0.1087,0.3784,168.5,0.0151,-0.0716,199552,-0.0044,0.006,834.5,-0.087,-0.0555,0.253,0.0311,-0.0055
1/1/2019 0:00,53073,"Whatcom, WA",294,,415000,0.005,-0.0212,521.5,-0.107,0.1002,80,0.0959,-0.1209,158,0.3621,-0.1856,2,-0.5,-0.6667,82,0.0789,0.1389,126,0.1776,-0.1189,552132,0.0156,0.0759,647.5,-0.063,0.0494,0.2416,0.0584,-0.0601
1/1/2019 0:00,51550,"Chesapeake city, VA",295,,325042.5,0.0485,-0.003,1166,-0.0679,-0.0372,68.75,0.0577,-0.0582,408,0.2911,0.0303,26,0.625,-0.7045,220,0.6667,-0.0179,0,,-1,330011,0.0085,0.0381,1166,-0.0679,-0.0395,0,0,-0.0025
1/1/2019 0:00,5143,"Washington, AR",296,,265000,-0.0132,0.0076,860.5,-0.046,0.0367,92,0.1084,0.0575,268,0.3673,0.2642,26,2.25,1.6,144,0.0909,0.1803,413,-0.0305,-0.074,359088,-0.012,0.0019,1273.5,-0.041,-0.002,0.48,0.0077,-0.0574
1/1/2019 0:00,29099,"Jefferson, MO",297,,199450,0.0226,0.05,865.5,-0.1068,-0.1448,134,0.1261,0.0408,154,-0.0375,-0.1149,6,,0,152,0.2667,-0.0256,185,-0.0704,0.0914,221823,0.0078,-0.0156,1050.5,-0.1006,-0.1109,0.2137,0.0084,0.0463
1/1/2019 0:00,17019,"Champaign, IL",298,,177950,0.0313,0.1118,888,-0.0682,-0.0667,119,0.1388,-0.0145,158,0.58,-0.0366,2,-0.5,,118,0.5526,0.0351,78,-0.1875,-0.1613,217085,0.0237,0.0178,966,-0.0791,-0.0752,0.0878,-0.0129,-0.0099
1/1/2019 0:00,13057,"Cherokee, GA",299,,349050,0,-0.0026,2483.5,-0.0561,0.3793,70,0.0769,0.12,924,0.3916,0.2554,116,0.3182,-0.2162,646,0.0839,0.8889,787.5,-0.0006,0.75,418675,0.0096,0.038,3271,-0.0433,0.4535,0.3171,0.0176,0.0672
1/1/2019 0:00,23031,"York, ME",300,,345050,0.015,-0.0099,1252,-0.1342,0.1382,112,0.1546,-0.0588,222,0.3537,-0.0263,6,0.5,-0.7,164,0.1714,0.3443,10,0,-0.9254,475827,0.0053,-0.0397,1262,-0.1332,0.0227,0.008,0.0011,-0.1138
1/1/2019 0:00,39155,"Trumbull, OH",301,,107500,0.0755,0.0974,622.5,-0.054,-0.0716,96.25,0.1527,-0.0745,148,0.2759,0.2131,0,,-1,110,0.1458,0.25,106,0.0495,-0.0862,134475,0.0091,0.0098,728.5,-0.0402,-0.0737,0.1703,0.0168,-0.0027
1/1/2019 0:00,17167,"Sangamon, IL",302,,132525,-0.018,0.0086,727.5,-0.0503,-0.0222,93.75,0.1295,0.0446,158,0.0676,-0.0595,0,,-1,144,0.3333,0.0746,62,-0.0313,0.1698,181324,-0.013,0.0026,789.5,-0.0488,-0.0094,0.0852,0.0017,0.014
1/1/2019 0:00,48423,"Smith, TX",303,,275675,0.0023,0.0241,980,-0.064,-0.1308,88.75,0.1678,-0.0193,274,0.4271,0,0,-1,-1,136,0.2143,-0.15,163,-0.0686,0.0724,363510,0.0017,-0.079,1143,-0.0646,-0.1067,0.1663,-0.0008,0.0315
1/1/2019 0:00,4015,"Mohave, AZ",304,*,287050,0.0106,0.1484,1343.5,0.0147,0.0533,79.5,0.0743,-0.0647,474,0.6233,0.2951,12,-0.4,-0.5714,316,0.6458,0.2248,375.5,0.0121,4.1088,352298,0.0234,0.112,1719,0.0142,0.2743,0.2795,-0.0007,0.2219
1/1/2019 0:00,1003,"Baldwin, AL",305,,329000,-0.0002,0.0428,3185,-0.0346,0.014,107,0.0388,-0.0115,800,0.6667,0.2121,72,0.125,-0.122,630,0.25,0.2651,0,,,426769,-0.001,0.0281,3185,-0.0346,0.014,0,0,0
1/1/2019 0:00,49057,"Weber, UT",306,*,358000,0.0348,0.1017,702,-0.1214,0.2615,59.5,0.1226,0.1121,294,0.3364,0.0138,14,0.1667,0.1667,196,0.1136,0.6333,355.5,-0.0694,-0.2412,444282,0.0543,0.1584,1057.5,-0.1046,0.0317,0.5064,0.0283,-0.3355
1/1/2019 0:00,53077,"Yakima, WA",307,,270050,-0.0182,0.1465,472,-0.1418,0.0011,67,0.0075,-0.1625,148,0.3214,0.2333,8,0,3,52,0.0833,0.1818,17,0.3077,0.1724,322656,-0.0084,0.1141,489,-0.1314,0.0062,0.036,0.0124,0.0053
1/1/2019 0:00,54039,"Kanawha, WV",308,,146925,0.0133,0.0513,957,-0.0663,-0.0225,104.5,0.0347,0.0048,172,-0.0652,0.0886,2,,,108,0,-0.2895,215.5,0.0117,0.1972,242437,0.0027,0.0939,1172.5,-0.0529,0.0116,0.2252,0.0174,0.0413
1/1/2019 0:00,37071,"Gaston, NC",309,,235605,-0.0181,-0.0266,558.5,-0.0304,0.0618,76,0.1429,0.027,228,0.2128,0.1633,24,1,-0.5714,150,-0.0132,0.6667,314.5,0.0048,0.0113,276063,-0.0157,0.009,873,-0.018,0.043,0.5631,0.0197,-0.0281
1/1/2019 0:00,12091,"Okaloosa, FL",310,,306899.5,0.0228,0.0315,1526,-0.0317,-0.0326,106,0.0495,-0.0742,406,0.1667,-0.0425,38,0.9,-0.4865,350,0.1364,-0.0278,1,,,494183,0.0113,0.0346,1527,-0.0311,-0.032,0.0007,0.0007,0.0007
1/1/2019 0:00,39165,"Warren, OH",311,,337248.75,0.0121,0.0831,847.5,-0.1325,0.0561,72.75,0.0858,-0.0963,330,0.6837,0.162,8,0,-0.2,204,0.1333,0.1724,345.5,-0.0429,-0.1061,415142,0.0469,0.0716,1193,-0.1084,0.0034,0.4077,0.0382,-0.074
1/1/2019 0:00,36007,"Broome, NY",312,,122400,-0.0173,0.0243,720,-0.0757,-0.0508,98.5,0.0707,-0.1045,140,0.25,0,0,,-1,140,0.8421,0.0294,191.5,-0.1451,-0.1432,162252,0.0003,0.0721,911.5,-0.0912,-0.0718,0.266,-0.0216,-0.0287
1/1/2019 0:00,1125,"Tuscaloosa, AL",313,,217862.5,0.0185,0.0949,894.5,-0.033,0.0085,100.25,0.078,-0.0243,254,0.3804,0.1043,14,2.5,0.1667,102,0.1591,-0.1905,0.5,-0.5,,314999,0.016,0.1221,895,-0.0335,0.009,0.0006,-0.0005,0.0006
